
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.553
Model:,OLS,  Adj. R-squared (uncentered):,   0.445
Method:,Least Squares,  F-statistic:       ,   5.117
Date:,"Wed, 29 May 2024",  Prob (F-statistic):,  0.00
Time:,08:36:22,  Log-Likelihood:    ,-1.3234e+05
No. Observations:,  7079,  AIC:               ,2.674e+05
Df Residuals:,  5702,  BIC:               ,2.769e+05
Df Model:,  1377,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
"Cliente_KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQU",-1.695e+07, 3.44e+07,   -0.493, 0.622,-8.43e+07, 5.04e+07
Cliente_KYLY INDUSTRIA TEXTIL LTDA,-1.014e+07, 4.65e+07,   -0.218, 0.827,-1.01e+08,  8.1e+07
Cliente_LABORATORIOS B BRAUN S/A, -5.73e+06, 4.81e+07,   -0.119, 0.905,   -1e+08, 8.85e+07
Cliente_LABORATORIOS PFIZER LTDA, 8.833e+06, 3.87e+07,    0.228, 0.819, -6.7e+07, 8.47e+07
Cliente_LABTEST DIAGNOSTICA S/A,-2.355e+07,  4.7e+07,   -0.502, 0.616,-1.16e+08, 6.85e+07
Cliente_LAMINOR S/A,-1.367e+07, 4.51e+07,   -0.303, 0.762,-1.02e+08, 7.48e+07
Cliente_LANDIS+GYR EQUIPAMENTOS DE MEDICAO LTDA,-5.591e+06, 4.05e+07,   -0.138, 0.890, -8.5e+07, 7.38e+07
Cliente_LANXESS ELASTOMEROS DO BRASIL S/A, 5.047e+06, 3.43e+07,    0.147, 0.883,-6.21e+07, 7.22e+07
Cliente_LAR COOPERATIVA AGROINDUSTRIAL,-8.993e+06, 3.24e+07,   -0.277, 0.782,-7.26e+07, 5.46e+07
Cliente_LASSANE TECNOLOGIA EM ENCADERNACOES LTDA, -2.75e+07, 4.68e+07,   -0.588, 0.557,-1.19e+08, 6.42e+07
Cliente_LATICINIOS TIROLEZ LTDA,-3.103e+07, 3.87e+07,   -0.801, 0.423,-1.07e+08, 4.49e+07
Cliente_LATINA ELETRODOMESTICOS S/A,-1.622e+07, 3.12e+07,   -0.520, 0.603,-7.73e+07, 4.49e+07
Cliente_LAURENTI EQUIPAMENTOS PARA PROCESSAMENTO DE DADOS EIREL,-2.161e+07, 4.61e+07,   -0.469, 0.639,-1.12e+08, 6.87e+07
Cliente_LAVRADORA RACIONAL DE MADEIRAS LAVRAMA S A,-9.645e+06, 4.04e+07,   -0.239, 0.811,-8.88e+07, 6.95e+07
Cliente_LAYFF KOSMETIC LTDA,-2.688e+07, 3.54e+07,   -0.760, 0.447,-9.62e+07, 4.24e+07
Cliente_LEARDINI PESCADOS LTDA,-1.442e+07, 3.91e+07,   -0.368, 0.713,-9.11e+07, 6.23e+07
Cliente_LEDERVINMATEC INDUSTRIA E COMERCIO DE PRODUTOS TEXTEIS,-2.103e+07, 3.87e+07,   -0.543, 0.587,-9.69e+07, 5.49e+07
"Cliente_LEF PISOS E REVESTIMENTOS S,A,",-2.336e+07, 3.35e+07,   -0.697, 0.486, -8.9e+07, 4.23e+07
Cliente_LEON HEIMER S/A,-2.555e+07, 5.18e+07,   -0.493, 0.622,-1.27e+08,  7.6e+07
Cliente_LG ELECTRONICS DA AMAZONIA LTDA,-1.602e+06, 4.58e+07,   -0.035, 0.972,-9.14e+07, 8.82e+07
Cliente_LG ELECTRONICS DO BRASIL LTDA, -8.73e+05, 2.99e+07,   -0.029, 0.977,-5.94e+07, 5.77e+07
"Cliente_LIBRELATO S,A, IMPLEMENTOS RODOVIARIOS",-2.026e+06, 3.63e+07,   -0.056, 0.956,-7.32e+07, 6.92e+07
"Cliente_LIEBHERR BRASIL LTDA,",-1.611e+07, 4.62e+07,   -0.349, 0.727,-1.07e+08, 7.44e+07
"Cliente_LIESS MAQUINAS E EQUIPAMENTOS LTDA,", -5.02e+06, 4.63e+07,   -0.108, 0.914,-9.58e+07, 8.58e+07
Cliente_LIGHTSWEET IND E COM ALIM LTDA,-1.174e+07, 4.75e+07,   -0.247, 0.805,-1.05e+08, 8.15e+07
Cliente_LINEA PARANA MADEIRAS LTDA,-7.647e+06, 3.38e+07,   -0.226, 0.821, -7.4e+07, 5.87e+07
Cliente_LINHAS BONFIO S/A,-1.557e+07, 4.61e+07,   -0.338, 0.735,-1.06e+08, 7.47e+07
Cliente_LORENZETTI SA INDUSTRIAS BRASILEIRAS ELETROMETALURGICAS,-8.892e+06, 3.87e+07,   -0.230, 0.818,-8.48e+07,  6.7e+07
Cliente_LOUIS DREYFUS COMPANY BRASIL S/A,-1.806e+06, 3.03e+07,   -0.060, 0.952,-6.11e+07, 5.75e+07
"Cliente_LOUIS DREYFUS COMPANY SUCOS S,A",-1.411e+07, 3.87e+07,   -0.364, 0.716,-9.01e+07, 6.18e+07
"Cliente_LSM BRASIL S,A,",-2.677e+07, 4.68e+07,   -0.572, 0.568,-1.19e+08,  6.5e+07
Cliente_LUK DO BRASIL EMBREAGENS LTDA,-1.095e+07, 3.87e+07,   -0.283, 0.777,-8.68e+07, 6.49e+07
Cliente_LUME CERAMICA LTDA, -2.12e+07, 4.61e+07,   -0.460, 0.646,-1.12e+08, 6.92e+07
Cliente_LUPATECH S/A - EM RECUPERACAO JUDICIAL, 5.373e+06,  3.4e+07,    0.158, 0.874,-6.12e+07, 7.19e+07
"Cliente_LUPO S,A,",-1.654e+07, 3.24e+07,   -0.511, 0.609,   -8e+07, 4.69e+07
Cliente_M OLIMPIA F FERREIRA CALCADOS,-2.015e+07, 4.69e+07,   -0.430, 0.667,-1.12e+08, 7.18e+07
"Cliente_M&G FIBRAS E RESINAS LTDA,",-1.344e+07, 3.29e+07,   -0.409, 0.683,-7.79e+07,  5.1e+07
Cliente_MABE BRASIL ELETRODOMESTICOS S/A EM RECUPERACAO JUDICIA,-3.295e+06,  3.1e+07,   -0.106, 0.915, -6.4e+07, 5.75e+07
Cliente_MABE CAMPINAS ELETRODOMESTICOS S/A, 1.089e+06, 4.61e+07,    0.024, 0.981,-8.93e+07, 9.15e+07
Cliente_MABE ITU ELETRODOMESTICOS S/A,-1.702e+07, 3.87e+07,   -0.439, 0.660, -9.3e+07, 5.89e+07
Cliente_MACCAFERRI DO BRASIL LTDA,-1.428e+07, 3.29e+07,   -0.434, 0.664,-7.88e+07, 5.02e+07
Cliente_MADAL PALFINGER S/A, 1.248e+06, 3.49e+07,    0.036, 0.971,-6.71e+07, 6.96e+07
Cliente_MADARCO S A INDUSTRIA E COMERCIO,-2.699e+06, 3.47e+07,   -0.078, 0.938,-7.08e+07, 6.54e+07
Cliente_MADECAL AGRO INDUSTRIAL LTDA,-1.657e+07, 3.93e+07,   -0.421, 0.674,-9.37e+07, 6.06e+07
Cliente_MADEIRANIT MADEIRAS LTDA,-3.617e+07, 4.07e+07,   -0.890, 0.374,-1.16e+08, 4.35e+07
"Cliente_MADEIRAS SCHLINDWEIN LTDA,",-1.507e+07, 4.73e+07,   -0.319, 0.750,-1.08e+08, 7.76e+07
Cliente_MADEIREIRA MIGUEL FORTE SA,-7.066e+06, 4.78e+07,   -0.148, 0.883,-1.01e+08, 8.67e+07
Cliente_MADEM MAQUINAS LTDA,-5.891e+06, 4.64e+07,   -0.127, 0.899,-9.69e+07, 8.51e+07
Cliente_MADEM SA INDUSTRIA E COMERCIO DE MADEIRAS E EMBALAGENS,-2.857e+06, 3.12e+07,   -0.091, 0.927,-6.41e+07, 5.84e+07
Cliente_MADESCAN EXPORT LTDA,-3.124e+07, 5.82e+07,   -0.537, 0.591,-1.45e+08, 8.28e+07
"Cliente_MAGNESITA MINERACAO S,A,",-2.518e+07, 3.44e+07,   -0.732, 0.464,-9.26e+07, 4.23e+07
"Cliente_MAGNESITA REFRATARIOS S,A,", 6.269e+07, 3.97e+07,    1.579, 0.114,-1.51e+07, 1.41e+08
Cliente_MAGNESITA S/A,-2.253e+07, 3.36e+07,   -0.670, 0.503,-8.84e+07, 4.34e+07
Cliente_MAGNETI MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERC,-1.489e+07, 4.68e+07,   -0.318, 0.750,-1.07e+08, 7.68e+07
Cliente_MAHLE BEHR GERENCIAMENTO TERMICO BRASIL LTDA,-1.231e+07, 3.02e+07,   -0.407, 0.684,-7.16e+07,  4.7e+07
"Cliente_MAHLE COMPONENTES DE MOTORES DO BRASIL LTDA,", 3.189e+06, 3.33e+07,    0.096, 0.924,-6.22e+07, 6.85e+07
Cliente_MAHLE HIRSCHVOGEL FORJAS S/A,-6.521e+06,  4.8e+07,   -0.136, 0.892,-1.01e+08, 8.77e+07
"Cliente_MAHLE METAL LEVE S,A,", 1.886e+07, 2.99e+07,    0.630, 0.529,-3.98e+07, 7.75e+07
"Cliente_MAKOUROS DO BRASIL LTDA,",-3.208e+06,  3.9e+07,   -0.082, 0.935,-7.97e+07, 7.33e+07
Cliente_MALHARIA CRISTINA LTDA,-1.537e+07, 3.93e+07,   -0.391, 0.696,-9.24e+07, 6.17e+07
Cliente_MALHAS MENEGOTTI INDUSTRIA TEXTIL LTDA,-1.226e+07, 3.89e+07,   -0.315, 0.753,-8.85e+07,  6.4e+07
Cliente_MALINSKI MADEIRAS LTDA,-1.523e+07, 3.92e+07,   -0.389, 0.698,-9.21e+07, 6.16e+07
Cliente_MAMERI ROCHAS LTDA,-6.716e+06, 4.54e+07,   -0.148, 0.882,-9.56e+07, 8.22e+07
Cliente_MAMORE MINERACAO E METALURGIA LTDA,-1.253e+07, 3.59e+07,   -0.349, 0.727,-8.29e+07, 5.79e+07
Cliente_MANGELS INDUSTRIA E COMERCIO LTDA,-1.221e+07, 3.07e+07,   -0.398, 0.690,-7.23e+07, 4.79e+07
"Cliente_MANN+HUMMEL BRASIL LTDA,", -1.36e+07, 4.61e+07,   -0.295, 0.768,-1.04e+08, 7.68e+07
Cliente_MANNES LTDA,-1.496e+07, 3.49e+07,   -0.428, 0.668,-8.34e+07, 5.35e+07
Cliente_MANOEL BERNARDES COMERCIO E INDUSTRIA LTDA,-2.188e+07, 4.68e+07,   -0.467, 0.640,-1.14e+08, 6.99e+07
"Cliente_MANTIQUEIRA ALIMENTOS LTDA,",-2.235e+07, 4.01e+07,   -0.558, 0.577,-1.01e+08, 5.62e+07
Cliente_MAQPLAS INDUSTRIA E COMERCIO DE MAQUINAS LTDA,-1.675e+07, 4.61e+07,   -0.363, 0.716,-1.07e+08, 7.36e+07
Cliente_MAQUINAS AGRICOLAS JACTO S A,-1.027e+07, 3.04e+07,   -0.338, 0.735,-6.98e+07, 4.93e+07
Cliente_MAQUINAS FERDINAND VADERSS A,-1.287e+07, 4.61e+07,   -0.279, 0.780,-1.03e+08, 7.74e+07
Cliente_MAQUINAS FURLAN LTDA,-1.913e+07, 4.61e+07,   -0.415, 0.678,-1.09e+08, 7.12e+07
Cliente_MAQUINAS KEHL LTDA,-2.171e+06, 4.63e+07,   -0.047, 0.963, -9.3e+07, 8.86e+07
Cliente_MAQUINAS SANMARTIN LTDA,-4.974e+06, 3.09e+07,   -0.161, 0.872,-6.56e+07, 5.56e+07
Cliente_MAQUINAS SAZI LTDA,-5.837e+06, 3.35e+07,   -0.174, 0.862,-7.15e+07, 5.98e+07
Cliente_MARACAI FLORESTAL E INDUSTRIAL LTDA,-3.586e+07, 4.07e+07,   -0.882, 0.378,-1.16e+08, 4.38e+07
Cliente_MARAFON INDUSTRIA DE MAQUINAS LTDA,-2.057e+07, 3.87e+07,   -0.532, 0.595,-9.64e+07, 5.53e+07
Cliente_MARCEGAGLIA DO BRASIL LTDA,-1.164e+07,  3.2e+07,   -0.364, 0.716,-7.43e+07,  5.1e+07
Cliente_MARCOPOLO SA, 1.985e+07, 3.02e+07,    0.658, 0.511,-3.93e+07,  7.9e+07
"Cliente_MAREL INDUSTRIA DE MOVEIS S,A,",-1.149e+07, 4.06e+07,   -0.283, 0.777,-9.11e+07, 6.82e+07
"Cliente_MARELLI COFAP DO BRASIL LTDA,",  1.03e+06, 3.07e+07,    0.034, 0.973,-5.91e+07, 6.12e+07
"Cliente_MARFRIG GLOBAL FOODS S,A,",-3.968e+06, 3.08e+07,   -0.129, 0.898,-6.44e+07, 5.64e+07
Cliente_MARICULTURA RIO GRANDENSE LTDA,-1.269e+07,  4.7e+07,   -0.270, 0.787,-1.05e+08, 7.94e+07
Cliente_MARICULTURA TROPICAL LTDA, -7.94e+06, 5.52e+07,   -0.144, 0.886,-1.16e+08,    1e+08
Cliente_MARILAN ALIMENTOS S/A,-1.638e+07, 3.87e+07,   -0.423, 0.672,-9.23e+07, 5.96e+07
Cliente_MARINE - MARICULTURA DO NORDESTE S A,-2.455e+07, 5.19e+07,   -0.473, 0.636,-1.26e+08, 7.72e+07
Cliente_MARINI MOVEIS LTDA,-2.916e+06, 4.73e+07,   -0.062, 0.951,-9.57e+07, 8.98e+07
"Cliente_MARISOL S,A",-1.563e+07, 3.93e+07,   -0.397, 0.691,-9.27e+07, 6.15e+07
Cliente_MARISOL VESTUARIO SA,-1.308e+07, 3.66e+07,   -0.357, 0.721,-8.49e+07, 5.88e+07
Cliente_MARMORARIA MILANEZI S/A,-7.774e+06,  5.4e+07,   -0.144, 0.885,-1.14e+08,  9.8e+07
Cliente_MARSUL PROTEINAS LTDA,-3.086e+06, 4.63e+07,   -0.067, 0.947,-9.38e+07, 8.76e+07
Cliente_MARTINAZZO INDUSTRIA E COMERCIO LTDA,-1.493e+06, 4.71e+07,   -0.032, 0.975,-9.39e+07, 9.09e+07
Cliente_MASCARELLO - CARROCERIAS E ONIBUS LTDA,-6.267e+06, 3.77e+07,   -0.166, 0.868,-8.02e+07, 6.77e+07
Cliente_MASIPACK INDUSTRIA E COMERCIO DE MAQUINAS AUTOMATICAS S,-1.263e+07, 3.29e+07,   -0.384, 0.701, -7.7e+07, 5.18e+07
"Cliente_MASSIMA REVESTIMENTOS CERAMICOS LTDA,",-1.691e+07, 3.92e+07,   -0.431, 0.666,-9.38e+07,    6e+07
Cliente_MASTER SISTEMAS AUTOMOTIVOS LTDA, 9.548e+06,  3.2e+07,    0.298, 0.766,-5.33e+07, 7.23e+07
"Cliente_MAT EQUIPAMENTOS PARA GASES LTDA,",-2.376e+07, 3.44e+07,   -0.691, 0.490,-9.12e+07, 4.36e+07
Cliente_MATEC INDUSTRIAL S/A, -1.87e+07, 4.61e+07,   -0.405, 0.685,-1.09e+08, 7.18e+07
Cliente_MAUSA SA EQUIPAMENTOS INDUSTRIAIS,-2.435e+07, 3.59e+07,   -0.679, 0.497,-9.46e+07, 4.59e+07
Cliente_MAX INDUSTRIA METALURGICA LTDA,-5.992e+06, 3.99e+07,   -0.150, 0.881,-8.42e+07, 7.23e+07
Cliente_MAXCAP INDUSTRIA E COMERCIO LTDA,-1.541e+07, 4.69e+07,   -0.329, 0.742,-1.07e+08, 7.65e+07
Cliente_MAXIFORJA COMPONENTES AUTOMOTIVOS LTDA,-1.737e+06, 3.62e+07,   -0.048, 0.962,-7.26e+07, 6.91e+07
Cliente_MAXION COMPONENTES ESTRUTURAIS LTDA, -1.06e+07, 3.24e+07,   -0.327, 0.744,-7.41e+07, 5.29e+07
"Cliente_MAXION SISTEMAS AUTOMOTIVOS LTDA,", -8.88e+06, 3.06e+07,   -0.291, 0.771,-6.88e+07,  5.1e+07
"Cliente_MAXION WHEELS DO BRASIL LTDA,",-1.249e+07, 3.87e+07,   -0.323, 0.747,-8.84e+07, 6.34e+07
Cliente_MB EXPORTADORA LTDA,-1.971e+07, 3.49e+07,   -0.565, 0.572,-8.82e+07, 4.87e+07
Cliente_MB MOLDURAS DO BRASIL INDUSTRIA E COMERCIO LTDA,-1.403e+07,  3.9e+07,   -0.360, 0.719,-9.04e+07, 6.24e+07
Cliente_MEBRAFE INSTALACOES E EQUIPAMENTOS FRIGORIFICOS LTDA,-4.567e+06, 4.62e+07,   -0.099, 0.921,-9.52e+07,  8.6e+07
"Cliente_MEDABIL INDUSTRIA EM SISTEMAS CONSTRUTIVOS S,A", 1.114e+07, 3.89e+07,    0.286, 0.775,-6.51e+07, 8.74e+07
Cliente_MEDABIL SOLUCOES CONSTRUTIVAS S/A, 1.069e+07, 3.17e+07,    0.337, 0.736,-5.15e+07, 7.29e+07
Cliente_MEGA EMBALAGENS LTDA                         (72535115),-3.243e+06, 4.66e+07,   -0.070, 0.945,-9.46e+07, 8.82e+07
"Cliente_MENEGHETI INDTSTRIA E COMÉRCIO DE CALÇADOS LTDA,",-2.133e+07, 4.61e+07,   -0.463, 0.643,-1.12e+08,  6.9e+07
Cliente_MENEGOTTI INDUSTRIAS METALURGICAS LTDA EM RECUPERACAO J, -1.27e+07, 3.15e+07,   -0.403, 0.687,-7.44e+07,  4.9e+07
Cliente_MENEGOTTI MAQUINAS E EQUIPAMENTOS LTDA EM RECUPERACAO J,-1.613e+07, 4.67e+07,   -0.345, 0.730,-1.08e+08, 7.55e+07
"Cliente_MENTA MAQUINAS AGRICOLAS LTDA,",-2.347e+07, 3.24e+07,   -0.724, 0.469, -8.7e+07, 4.01e+07
"Cliente_MERCEDES-BENZ DO BRASIL LTDA,", 4.343e+07, 2.98e+07,    1.456, 0.145, -1.5e+07, 1.02e+08
Cliente_MERCO FITNESS BRASIL COMERCIO DE EQUIPAMENTOS PARA GINA,-1.749e+07, 4.64e+07,   -0.377, 0.706,-1.08e+08, 7.34e+07
Cliente_MERCUR S/A,-3.241e+06, 4.65e+07,   -0.070, 0.944,-9.44e+07, 8.79e+07
"Cliente_MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA,",-1.085e+07, 3.35e+07,   -0.324, 0.746,-7.65e+07, 5.48e+07
Cliente_MESAL MAQUINAS E TECNOLOGIA LTDA,-4.618e+06, 4.63e+07,   -0.100, 0.920,-9.53e+07, 8.61e+07
Cliente_METAGAL INDUSTRIA E COMERCIO LTDA,-1.789e+07, 4.68e+07,   -0.382, 0.702, -1.1e+08, 7.39e+07
Cliente_METAL 2 INDUSTRIA E COMERCIO LTDA,-2.512e+07, 3.87e+07,   -0.650, 0.516,-1.01e+08, 5.07e+07
Cliente_METALBO INDUSTRIA DE FIXADORES METALICOS LTDA,-8.682e+06, 4.63e+07,   -0.188, 0.851,-9.94e+07, 8.21e+07
"Cliente_METALFRIO SOLUTIONS S,A,",-1.425e+07, 3.35e+07,   -0.425, 0.671,   -8e+07, 5.15e+07
Cliente_METALGRAFICA CEARENSE S/A MECESA,-5.878e+06, 4.17e+07,   -0.141, 0.888,-8.77e+07, 7.59e+07
Cliente_METALPO INDUSTRIA E COMERCIO LTDA,-1.758e+07, 4.61e+07,   -0.381, 0.703,-1.08e+08, 7.29e+07
Cliente_METALURGICA CONVENCAO DE ITU LTDA,-2.025e+07, 4.61e+07,   -0.439, 0.660,-1.11e+08, 7.01e+07
Cliente_METALURGICA DUQUE S/A,-1.757e+07, 4.64e+07,   -0.379, 0.705,-1.09e+08, 7.34e+07
Cliente_METALURGICA MOR S/A,-1.576e+06, 3.23e+07,   -0.049, 0.961, -6.5e+07, 6.18e+07
Cliente_METALURGICA RIOSULENSE SA,-1.582e+07, 3.93e+07,   -0.403, 0.687,-9.28e+07, 6.12e+07
Cliente_METALURGICA SCHWARZ S/A,-1.126e+07, 4.78e+07,   -0.235, 0.814,-1.05e+08, 8.25e+07
Cliente_METALURGICA SIEMSEN LIMITADA,-1.386e+07,  3.1e+07,   -0.447, 0.655,-7.47e+07,  4.7e+07
Cliente_METALURGICA TRAPP LTDA                       (83238832),-1.406e+07, 3.12e+07,   -0.451, 0.652,-7.52e+07, 4.71e+07
Cliente_METALURGICA VENANCIO LTDA, -3.82e+06, 3.91e+07,   -0.098, 0.922,-8.04e+07, 7.28e+07
Cliente_METALURGICA VISA LTDA,-1.348e+07, 4.67e+07,   -0.288, 0.773,-1.05e+08, 7.82e+07
Cliente_METISA METALURGICA TIMBOENSE S/A,-2.958e+06, 3.16e+07,   -0.094, 0.925,-6.49e+07,  5.9e+07
"Cliente_METSO OUTOTEC BRASIL INDUSTRIA E COMERCIO LTDA,", 3.096e+07, 3.35e+07,    0.924, 0.356,-3.47e+07, 9.67e+07
Cliente_MIBA SINTER BRASIL LTDA,-1.443e+07, 3.18e+07,   -0.454, 0.650,-7.68e+07, 4.79e+07
Cliente_MILANI METTALI INDUSTRIA E COMERCIO LTDA,-1.476e+07, 3.69e+07,   -0.400, 0.689, -8.7e+07, 5.75e+07
Cliente_MILENIA AGRO CIENCIAS S/A,-5.098e+06, 4.76e+07,   -0.107, 0.915,-9.83e+07, 8.81e+07
Cliente_MINERADORA BKS LIMITADA,-1.169e+07, 5.32e+07,   -0.220, 0.826,-1.16e+08, 9.26e+07
"Cliente_MINERVA S,A,",-6.203e+06, 3.08e+07,   -0.201, 0.840,-6.66e+07, 5.42e+07
"Cliente_MINUSA INDUSTRIAS MECANICAS S,A,",-1.495e+07, 3.36e+07,   -0.445, 0.656,-8.07e+07, 5.09e+07
Cliente_MIPAL INDUSTRIA DE EVAPORADORES LTDA EM RECUPERACAO JUD,-1.465e+07, 4.61e+07,   -0.318, 0.750,-1.05e+08, 7.56e+07
Cliente_MK QUIMICA DO BRASIL LTDA,-3.461e+06, 4.63e+07,   -0.075, 0.940,-9.42e+07, 8.72e+07
Cliente_MM MONTEIRO PESCA E EXPORTACAO LTDA,-6.245e+06, 4.09e+07,   -0.153, 0.879,-8.65e+07,  7.4e+07
Cliente_MOBILIA BONITA INDUSTRIA E COMERCIO DE MOVEIS LTDA,-3.302e+06, 3.62e+07,   -0.091, 0.927,-7.43e+07, 6.77e+07
Cliente_MOGIANA ALIMENTOS LTDA,-2.038e+07, 3.21e+07,   -0.635, 0.525,-8.33e+07, 4.25e+07
"Cliente_MOINHO IGUACU AGROINDUSTRIAL S,A,",-1.045e+07, 4.75e+07,   -0.220, 0.826,-1.04e+08, 8.27e+07
Cliente_MOINHOS CRUZEIRO DO SUL S A, 1.347e+06, 3.62e+07,    0.037, 0.970,-6.96e+07, 7.23e+07
Cliente_MONIBEL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,-6.169e+06, 3.63e+07,   -0.170, 0.865,-7.72e+07, 6.49e+07
Cliente_MONNA INDUSTRIA DO VESTUARIO LTDA,-8.674e+06, 5.36e+07,   -0.162, 0.871,-1.14e+08, 9.64e+07
Cliente_MONSANTO DO BRASIL LTDA,  2.66e+07, 4.61e+07,    0.577, 0.564,-6.38e+07, 1.17e+08
Cliente_MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,-3.576e+06, 3.21e+07,   -0.112, 0.911,-6.64e+07, 5.93e+07
Cliente_MONT GRANITOS SA,-4.628e+06, 5.74e+07,   -0.081, 0.936,-1.17e+08, 1.08e+08
Cliente_MONTE NEGRO MARMORES E GRANITOS LTDA,-6.002e+06, 4.68e+07,   -0.128, 0.898,-9.77e+07, 8.57e+07
"Cliente_MONTECITRUS TRADING S/A,",-9.493e+06, 3.29e+07,   -0.289, 0.773,-7.39e+07, 5.49e+07
Cliente_MONTREAL COMERCIO DE GENEROS ALIMENTICIOS LTDA,-8.145e+06, 3.77e+07,   -0.216, 0.829,-8.21e+07, 6.58e+07
"Cliente_MORENA ROSA INDUSTRIA DE CONFECCOES LTDA,",-1.283e+07, 4.78e+07,   -0.269, 0.788,-1.07e+08, 8.08e+07
Cliente_MOULD INDUSTRIA DE MATRIZES LTDA,-5.866e+06, 3.24e+07,   -0.181, 0.856,-6.94e+07, 5.77e+07
Cliente_MOVEIS KATZER LTDA,-1.471e+07, 4.67e+07,   -0.315, 0.753,-1.06e+08, 7.69e+07
Cliente_MOVEIS ROHDE LTDA,-3.512e+06, 4.73e+07,   -0.074, 0.941,-9.63e+07, 8.93e+07
Cliente_MOVEIS RUDNICK S A,-1.685e+07,  3.3e+07,   -0.511, 0.609,-8.15e+07, 4.78e+07
Cliente_MOVEIS SANDRIN LTDA,-4.776e+06, 3.15e+07,   -0.151, 0.880,-6.66e+07,  5.7e+07
Cliente_MOVEIS WAELY LTDA,-1.665e+07, 4.64e+07,   -0.359, 0.720,-1.08e+08, 7.44e+07
Cliente_MUELLER ELETRODOMESTICOS LTDA,-1.281e+07, 4.68e+07,   -0.274, 0.784,-1.05e+08, 7.89e+07
"Cliente_MUELLER FOGOES LTDA,",-1.393e+07, 3.93e+07,   -0.354, 0.723, -9.1e+07, 6.32e+07
Cliente_MULTIMOVEIS INDUSTRIA DE MOVEIS LTDA,-5.223e+06, 3.38e+07,   -0.154, 0.877,-7.16e+07, 6.11e+07
Cliente_MUNTERS BRASIL INDUSTRIA E COMERCIO LTDA,-1.024e+07, 4.05e+07,   -0.253, 0.800,-8.96e+07, 6.91e+07
Cliente_MURI ENGENHARIA INDUSTRIAL LTDA, 2.721e+06, 3.32e+07,    0.082, 0.935,-6.24e+07, 6.78e+07
Cliente_MWL BRASIL RODAS E EIXOS LTDA,-2.066e+07, 3.59e+07,   -0.575, 0.565,-9.11e+07, 4.97e+07
"Cliente_MWM - TUPY DO BRASIL LTDA,",  9.12e+06, 3.44e+07,    0.265, 0.791,-5.83e+07, 7.66e+07
Cliente_MWM INTERNATIONAL INDUSTRIA DE MOTORES DA AMERICA DO SU,-1.092e+07, 4.61e+07,   -0.237, 0.813,-1.01e+08, 7.95e+07
Cliente_MZF4 FIOS TECNICOS E UTILIDADES LTDA,-3.635e+07, 4.62e+07,   -0.787, 0.431,-1.27e+08, 5.42e+07
Cliente_N&N POLPAS E FRUTAS LTDA,-2.393e+07, 4.61e+07,   -0.519, 0.604,-1.14e+08, 6.65e+07
Cliente_NADIR FIGUEIREDO IND COM S A,-6.708e+06, 3.87e+07,   -0.173, 0.862,-8.26e+07, 6.92e+07
"Cliente_NANSEN INSTRUMENTOS DE PRECISAO LTDA,",-2.336e+07, 3.44e+07,   -0.680, 0.497,-9.07e+07,  4.4e+07
Cliente_NATUR INDUSTRIA DE COUROS LTDA,-3.177e+06, 4.65e+07,   -0.068, 0.946,-9.43e+07,  8.8e+07
Cliente_NATURAL WAX INDUTRIA DE CERA LTDA,-7.268e+06, 5.09e+07,   -0.143, 0.886,-1.07e+08, 9.24e+07
Cliente_NB MAQUINAS LTDA,-1.679e+07, 3.17e+07,   -0.529, 0.597, -7.9e+07, 4.54e+07
Cliente_NEMER MARMORES E GRANITOS SA,-8.982e+06, 5.34e+07,   -0.168, 0.866,-1.14e+08, 9.56e+07
Cliente_NESTLE BRASIL LTDA, 1.919e+07, 3.35e+07,    0.574, 0.566,-4.64e+07, 8.48e+07
Cliente_NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL,-2.481e+07, 3.86e+07,   -0.643, 0.520,   -1e+08, 5.09e+07
Cliente_NETZSCH DO BRASIL INDUSTRIA E COMERCIO LTDA,-8.634e+06, 4.66e+07,   -0.185, 0.853,   -1e+08, 8.28e+07
Cliente_NEUGEBAUER ALIMENTOS S/A, -6.95e+05, 4.64e+07,   -0.015, 0.988,-9.16e+07, 9.02e+07
"Cliente_NEUMAYER TEKFOR AUTOMOTIVE BRASIL LTDA,",-2.669e+07, 4.61e+07,   -0.579, 0.563,-1.17e+08, 6.37e+07
"Cliente_NEWTON INDUSTRIA E COMERCIO LTDA,",-2.626e+07, 3.86e+07,   -0.680, 0.497,-1.02e+08, 4.95e+07
Cliente_NEXANS BRASIL S/A,-1.605e+07, 3.29e+07,   -0.488, 0.625,-8.05e+07, 4.84e+07
"Cliente_NG METALURGICA S,A,", -1.98e+07, 4.61e+07,   -0.429, 0.668, -1.1e+08, 7.06e+07
Cliente_NILCATEX TEXTIL LTDA,-1.354e+07, 4.65e+07,   -0.291, 0.771,-1.05e+08, 7.76e+07
