
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.551
Model:,OLS,  Adj. R-squared (uncentered):,   0.442
Method:,Least Squares,  F-statistic:       ,   5.077
Date:,"Tue, 28 May 2024",  Prob (F-statistic):,  0.00
Time:,08:22:18,  Log-Likelihood:    ,-1.3237e+05
No. Observations:,  7080,  AIC:               ,2.675e+05
Df Residuals:,  5704,  BIC:               ,2.769e+05
Df Model:,  1376,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
Cliente_LABTEST DIAGNOSTICA S/A,-1.504e+07, 4.49e+07,   -0.335, 0.737,-1.03e+08, 7.29e+07
Cliente_LAMINOR S/A,-9.058e+05, 4.15e+07,   -0.022, 0.983,-8.22e+07, 8.04e+07
Cliente_LANDIS+GYR EQUIPAMENTOS DE MEDICAO LTDA, 1.948e+06, 3.82e+07,    0.051, 0.959,-7.29e+07, 7.67e+07
Cliente_LANXESS ELASTOMEROS DO BRASIL S/A, 1.476e+07, 3.14e+07,    0.471, 0.638,-4.67e+07, 7.62e+07
Cliente_LAR COOPERATIVA AGROINDUSTRIAL,-1.318e+06, 2.94e+07,   -0.045, 0.964,-5.89e+07, 5.63e+07
Cliente_LASSANE TECNOLOGIA EM ENCADERNACOES LTDA, -1.55e+07, 4.49e+07,   -0.346, 0.730,-1.03e+08, 7.24e+07
Cliente_LATICINIOS TIROLEZ LTDA,-1.371e+07, 3.63e+07,   -0.378, 0.706,-8.48e+07, 5.74e+07
Cliente_LATINA ELETRODOMESTICOS S/A,-7.675e+06, 2.79e+07,   -0.275, 0.784,-6.24e+07, 4.71e+07
Cliente_LAURENTI EQUIPAMENTOS PARA PROCESSAMENTO DE DADOS EIREL,-7.614e+06,  4.4e+07,   -0.173, 0.863, -9.4e+07, 7.87e+07
Cliente_LAVRADORA RACIONAL DE MADEIRAS LAVRAMA S A,-2.715e+06, 3.82e+07,   -0.071, 0.943,-7.75e+07, 7.21e+07
Cliente_LAYFF KOSMETIC LTDA,-1.563e+07, 3.26e+07,   -0.479, 0.632,-7.96e+07, 4.83e+07
Cliente_LEARDINI PESCADOS LTDA,-3.092e+06, 3.66e+07,   -0.085, 0.933,-7.48e+07, 6.86e+07
Cliente_LEDERVINMATEC INDUSTRIA E COMERCIO DE PRODUTOS TEXTEIS,-2.648e+06, 3.62e+07,   -0.073, 0.942,-7.36e+07, 6.83e+07
"Cliente_LEF PISOS E REVESTIMENTOS S,A,",-7.528e+06, 3.05e+07,   -0.247, 0.805,-6.73e+07, 5.23e+07
Cliente_LEON HEIMER S/A,-1.285e+07, 4.99e+07,   -0.258, 0.797,-1.11e+08, 8.49e+07
Cliente_LG ELECTRONICS DA AMAZONIA LTDA, 8.014e+06, 4.29e+07,    0.187, 0.852,-7.61e+07, 9.22e+07
Cliente_LG ELECTRONICS DO BRASIL LTDA, 8.681e+06, 2.64e+07,    0.329, 0.743,-4.31e+07, 6.05e+07
"Cliente_LIBRELATO S,A, IMPLEMENTOS RODOVIARIOS", 7.881e+06, 3.36e+07,    0.234, 0.815, -5.8e+07, 7.38e+07
"Cliente_LIEBHERR BRASIL LTDA,",  -5.6e+06,  4.4e+07,   -0.127, 0.899, -9.2e+07, 8.08e+07
"Cliente_LIESS MAQUINAS E EQUIPAMENTOS LTDA,", 6.198e+06, 4.41e+07,    0.141, 0.888,-8.02e+07, 9.26e+07
Cliente_LIGHTSWEET IND E COM ALIM LTDA,-2.296e+06, 4.57e+07,   -0.050, 0.960,-9.18e+07, 8.73e+07
Cliente_LINEA PARANA MADEIRAS LTDA,-7.373e+05, 3.11e+07,   -0.024, 0.981,-6.16e+07, 6.01e+07
Cliente_LINHAS BONFIO S/A,-7.614e+06,  4.4e+07,   -0.173, 0.863, -9.4e+07, 7.87e+07
Cliente_LORENZETTI SA INDUSTRIAS BRASILEIRAS ELETROMETALURGICAS, 4.654e+04, 3.62e+07,    0.001, 0.999,-7.09e+07,  7.1e+07
Cliente_LOUIS DREYFUS COMPANY BRASIL S/A, 5.052e+06, 2.69e+07,    0.188, 0.851,-4.77e+07, 5.78e+07
"Cliente_LOUIS DREYFUS COMPANY SUCOS S,A",-5.937e+06, 3.62e+07,   -0.164, 0.870,-7.69e+07,  6.5e+07
"Cliente_LSM BRASIL S,A,",-1.552e+07, 4.49e+07,   -0.346, 0.729,-1.03e+08, 7.24e+07
Cliente_LUK DO BRASIL EMBREAGENS LTDA, -6.32e+06, 3.62e+07,   -0.175, 0.861,-7.73e+07, 6.46e+07
Cliente_LUME CERAMICA LTDA,-7.203e+06,  4.4e+07,   -0.164, 0.870,-9.35e+07, 7.91e+07
Cliente_LUPATECH S/A - EM RECUPERACAO JUDICIAL, 1.507e+07, 3.05e+07,    0.494, 0.621,-4.48e+07, 7.49e+07
"Cliente_LUPO S,A,",-6.315e+06, 2.93e+07,   -0.216, 0.829,-6.38e+07, 5.11e+07
Cliente_M OLIMPIA F FERREIRA CALCADOS,-6.036e+06, 4.49e+07,   -0.134, 0.893,-9.41e+07, 8.21e+07
"Cliente_M&G FIBRAS E RESINAS LTDA,",-6.216e+06, 2.99e+07,   -0.208, 0.835,-6.47e+07, 5.23e+07
Cliente_MABE BRASIL ELETRODOMESTICOS S/A EM RECUPERACAO JUDICIA, 5.498e+06, 2.77e+07,    0.198, 0.843,-4.88e+07, 5.98e+07
Cliente_MABE CAMPINAS ELETRODOMESTICOS S/A, 8.095e+06,  4.4e+07,    0.184, 0.854,-7.83e+07, 9.44e+07
Cliente_MABE ITU ELETRODOMESTICOS S/A,-8.855e+06, 3.62e+07,   -0.245, 0.807,-7.98e+07, 6.21e+07
Cliente_MACCAFERRI DO BRASIL LTDA, -1.51e+06, 2.98e+07,   -0.051, 0.960,-5.99e+07, 5.69e+07
Cliente_MADAL PALFINGER S/A, 1.273e+07, 3.16e+07,    0.403, 0.687,-4.92e+07, 7.46e+07
Cliente_MADARCO S A INDUSTRIA E COMERCIO, 6.053e+06, 3.16e+07,    0.192, 0.848,-5.58e+07, 6.79e+07
Cliente_MADECAL AGRO INDUSTRIAL LTDA,-4.696e+06, 3.66e+07,   -0.128, 0.898,-7.65e+07, 6.71e+07
Cliente_MADEIRANIT MADEIRAS LTDA, -2.94e+07, 3.88e+07,   -0.757, 0.449,-1.06e+08, 4.67e+07
"Cliente_MADEIRAS SCHLINDWEIN LTDA,",-2.267e+06, 4.53e+07,   -0.050, 0.960,-9.11e+07, 8.66e+07
Cliente_MADEIREIRA MIGUEL FORTE SA, 2.083e+06, 4.57e+07,    0.046, 0.964,-8.75e+07, 9.16e+07
Cliente_MADEM MAQUINAS LTDA, 5.357e+06, 4.41e+07,    0.122, 0.903,-8.11e+07, 9.18e+07
Cliente_MADEM SA INDUSTRIA E COMERCIO DE MADEIRAS E EMBALAGENS, 8.442e+06, 2.75e+07,    0.307, 0.759,-4.54e+07, 6.23e+07
Cliente_MADESCAN EXPORT LTDA,-2.084e+07, 5.61e+07,   -0.372, 0.710,-1.31e+08, 8.91e+07
"Cliente_MAGNESITA MINERACAO S,A,",-1.298e+07, 3.13e+07,   -0.414, 0.679,-7.44e+07, 4.85e+07
"Cliente_MAGNESITA REFRATARIOS S,A,", 6.999e+07, 3.72e+07,    1.883, 0.060,-2.88e+06, 1.43e+08
Cliente_MAGNESITA S/A,-1.261e+07, 3.05e+07,   -0.413, 0.679,-7.24e+07, 4.72e+07
Cliente_MAGNETI MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERC,-5.717e+06, 4.49e+07,   -0.127, 0.899,-9.37e+07, 8.22e+07
Cliente_MAHLE BEHR GERENCIAMENTO TERMICO BRASIL LTDA,-1.441e+06, 2.69e+07,   -0.054, 0.957,-5.41e+07, 5.12e+07
"Cliente_MAHLE COMPONENTES DE MOTORES DO BRASIL LTDA,", 1.166e+07, 3.02e+07,    0.386, 0.699,-4.75e+07, 7.08e+07
Cliente_MAHLE HIRSCHVOGEL FORJAS S/A, 1.438e+06, 4.62e+07,    0.031, 0.975, -8.9e+07, 9.19e+07
"Cliente_MAHLE METAL LEVE S,A,",  3.27e+07, 2.65e+07,    1.232, 0.218,-1.93e+07, 8.47e+07
"Cliente_MAKOUROS DO BRASIL LTDA,", 6.391e+06, 3.62e+07,    0.176, 0.860,-6.46e+07, 7.74e+07
Cliente_MALHARIA CRISTINA LTDA, -4.27e+06, 3.66e+07,   -0.117, 0.907, -7.6e+07, 6.74e+07
Cliente_MALHAS MENEGOTTI INDUSTRIA TEXTIL LTDA,-2.987e+06, 3.66e+07,   -0.082, 0.935,-7.48e+07, 6.88e+07
Cliente_MALINSKI MADEIRAS LTDA,-3.329e+06, 3.66e+07,   -0.091, 0.928,-7.51e+07, 6.84e+07
Cliente_MAMERI ROCHAS LTDA,-1.819e+06, 4.32e+07,   -0.042, 0.966,-8.65e+07, 8.29e+07
Cliente_MAMORE MINERACAO E METALURGIA LTDA,-2.292e+06, 3.31e+07,   -0.069, 0.945,-6.73e+07, 6.27e+07
Cliente_MANGELS INDUSTRIA E COMERCIO LTDA,-3.995e+06, 2.73e+07,   -0.146, 0.884,-5.76e+07, 4.96e+07
"Cliente_MANN+HUMMEL BRASIL LTDA,",-6.589e+06,  4.4e+07,   -0.150, 0.881,-9.29e+07, 7.98e+07
Cliente_MANNES LTDA, -2.33e+06,  3.2e+07,   -0.073, 0.942,-6.51e+07, 6.04e+07
Cliente_MANOEL BERNARDES COMERCIO E INDUSTRIA LTDA,-1.425e+07, 4.49e+07,   -0.318, 0.751,-1.02e+08, 7.37e+07
"Cliente_MANTIQUEIRA ALIMENTOS LTDA,",-1.217e+07, 3.72e+07,   -0.327, 0.744,-8.51e+07, 6.07e+07
Cliente_MAQPLAS INDUSTRIA E COMERCIO DE MAQUINAS LTDA,-7.823e+06,  4.4e+07,   -0.178, 0.859,-9.42e+07, 7.85e+07
Cliente_MAQUINAS AGRICOLAS JACTO S A, 7.771e+06,  2.7e+07,    0.287, 0.774,-4.52e+07, 6.08e+07
Cliente_MAQUINAS FERDINAND VADERSS A,-5.106e+06,  4.4e+07,   -0.116, 0.908,-9.14e+07, 8.12e+07
Cliente_MAQUINAS FURLAN LTDA,-5.129e+06,  4.4e+07,   -0.116, 0.907,-9.15e+07, 8.12e+07
Cliente_MAQUINAS KEHL LTDA, 5.735e+06, 4.41e+07,    0.130, 0.896,-8.07e+07, 9.21e+07
Cliente_MAQUINAS SANMARTIN LTDA, 6.889e+06, 2.71e+07,    0.254, 0.800,-4.63e+07, 6.01e+07
Cliente_MAQUINAS SAZI LTDA, 6.759e+06, 2.98e+07,    0.227, 0.821,-5.17e+07, 6.52e+07
Cliente_MARACAI FLORESTAL E INDUSTRIAL LTDA, -2.87e+07, 3.89e+07,   -0.739, 0.460,-1.05e+08, 4.75e+07
Cliente_MARAFON INDUSTRIA DE MAQUINAS LTDA,-6.572e+06, 3.62e+07,   -0.182, 0.856,-7.75e+07, 6.43e+07
Cliente_MARCEGAGLIA DO BRASIL LTDA,-6.498e+05, 2.85e+07,   -0.023, 0.982,-5.66e+07, 5.53e+07
Cliente_MARCOPOLO SA, 3.093e+07, 2.63e+07,    1.176, 0.240,-2.06e+07, 8.25e+07
"Cliente_MAREL INDUSTRIA DE MOVEIS S,A,",-1.135e+06, 3.82e+07,   -0.030, 0.976,-7.59e+07, 7.37e+07
"Cliente_MARELLI COFAP DO BRASIL LTDA,", 1.385e+07, 2.74e+07,    0.506, 0.613,-3.98e+07, 6.75e+07
"Cliente_MARFRIG GLOBAL FOODS S,A,",  4.65e+06, 2.75e+07,    0.169, 0.866,-4.93e+07, 5.86e+07
Cliente_MARICULTURA RIO GRANDENSE LTDA,-1.439e+06, 4.48e+07,   -0.032, 0.974,-8.93e+07, 8.65e+07
Cliente_MARICULTURA TROPICAL LTDA, 2.426e+06, 5.34e+07,    0.045, 0.964,-1.02e+08, 1.07e+08
Cliente_MARILAN ALIMENTOS S/A, -8.21e+06, 3.62e+07,   -0.227, 0.821,-7.91e+07, 6.27e+07
Cliente_MARINE - MARICULTURA DO NORDESTE S A,-1.258e+07, 4.99e+07,   -0.252, 0.801, -1.1e+08, 8.52e+07
Cliente_MARINI MOVEIS LTDA, 7.085e+06,  4.5e+07,    0.157, 0.875,-8.11e+07, 9.53e+07
"Cliente_MARISOL S,A",-3.759e+06, 3.66e+07,   -0.103, 0.918,-7.55e+07,  6.8e+07
Cliente_MARISOL VESTUARIO SA, -2.12e+06, 3.36e+07,   -0.063, 0.950, -6.8e+07, 6.38e+07
Cliente_MARMORARIA MILANEZI S/A,-2.097e+06,  5.2e+07,   -0.040, 0.968,-1.04e+08, 9.99e+07
Cliente_MARSUL PROTEINAS LTDA, 6.421e+06, 4.41e+07,    0.146, 0.884,   -8e+07, 9.28e+07
Cliente_MARTINAZZO INDUSTRIA E COMERCIO LTDA, 6.723e+06,  4.5e+07,    0.149, 0.881,-8.15e+07, 9.49e+07
Cliente_MASCARELLO - CARROCERIAS E ONIBUS LTDA, 1.166e+05, 3.53e+07,    0.003, 0.997,-6.91e+07, 6.93e+07
Cliente_MASIPACK INDUSTRIA E COMERCIO DE MAQUINAS AUTOMATICAS S,-3.171e+05, 2.98e+07,   -0.011, 0.992,-5.87e+07, 5.81e+07
"Cliente_MASSIMA REVESTIMENTOS CERAMICOS LTDA,",-5.445e+06, 3.66e+07,   -0.149, 0.882,-7.72e+07, 6.63e+07
Cliente_MASTER SISTEMAS AUTOMOTIVOS LTDA, 2.095e+07, 2.84e+07,    0.737, 0.461,-3.47e+07, 7.66e+07
"Cliente_MAT EQUIPAMENTOS PARA GASES LTDA,",-5.894e+06, 3.15e+07,   -0.187, 0.852,-6.76e+07, 5.58e+07
Cliente_MATEC INDUSTRIAL S/A,-5.453e+06,  4.4e+07,   -0.124, 0.901,-9.18e+07, 8.09e+07
Cliente_MAUSA SA EQUIPAMENTOS INDUSTRIAIS,-5.662e+06, 3.31e+07,   -0.171, 0.864,-7.06e+07, 5.93e+07
Cliente_MAX INDUSTRIA METALURGICA LTDA, 6.782e+06, 3.73e+07,    0.182, 0.856,-6.64e+07,    8e+07
Cliente_MAXCAP INDUSTRIA E COMERCIO LTDA,-7.138e+06, 4.49e+07,   -0.159, 0.874,-9.52e+07,  8.1e+07
Cliente_MAXIFORJA COMPONENTES AUTOMOTIVOS LTDA, 9.481e+06, 3.32e+07,    0.286, 0.775,-5.56e+07, 7.45e+07
Cliente_MAXION COMPONENTES ESTRUTURAIS LTDA,-5.289e+06, 2.93e+07,   -0.181, 0.857,-6.27e+07, 5.22e+07
"Cliente_MAXION SISTEMAS AUTOMOTIVOS LTDA,",-5.639e+05, 2.72e+07,   -0.021, 0.983,-5.39e+07, 5.28e+07
"Cliente_MAXION WHEELS DO BRASIL LTDA,", 6.485e+06, 3.62e+07,    0.179, 0.858,-6.44e+07, 7.74e+07
Cliente_MB EXPORTADORA LTDA,-7.691e+06,  3.2e+07,   -0.240, 0.810,-7.05e+07, 5.51e+07
Cliente_MB MOLDURAS DO BRASIL INDUSTRIA E COMERCIO LTDA,-1.329e+06, 3.66e+07,   -0.036, 0.971,-7.31e+07, 7.04e+07
Cliente_MEBRAFE INSTALACOES E EQUIPAMENTOS FRIGORIFICOS LTDA, 6.296e+06, 4.41e+07,    0.143, 0.886,-8.01e+07, 9.27e+07
"Cliente_MEDABIL INDUSTRIA EM SISTEMAS CONSTRUTIVOS S,A",  2.14e+07, 3.62e+07,    0.591, 0.555,-4.96e+07, 9.24e+07
Cliente_MEDABIL SOLUCOES CONSTRUTIVAS S/A,  2.28e+07, 2.79e+07,    0.817, 0.414,-3.19e+07, 7.75e+07
Cliente_MEGA EMBALAGENS LTDA                         (72535115),  9.87e+06, 4.41e+07,    0.224, 0.823,-7.65e+07, 9.63e+07
"Cliente_MENEGHETI INDTSTRIA E COMÉRCIO DE CALÇADOS LTDA,",-7.533e+06,  4.4e+07,   -0.171, 0.864,-9.39e+07, 7.88e+07
Cliente_MENEGOTTI INDUSTRIAS METALURGICAS LTDA EM RECUPERACAO J,-2.143e+06, 2.81e+07,   -0.076, 0.939,-5.71e+07, 5.28e+07
Cliente_MENEGOTTI MAQUINAS E EQUIPAMENTOS LTDA EM RECUPERACAO J,-4.153e+06, 4.44e+07,   -0.094, 0.925,-9.12e+07, 8.29e+07
"Cliente_MENTA MAQUINAS AGRICOLAS LTDA,",-7.175e+06, 2.94e+07,   -0.244, 0.807,-6.48e+07, 5.05e+07
"Cliente_MERCEDES-BENZ DO BRASIL LTDA,", 5.458e+07, 2.64e+07,    2.067, 0.039, 2.82e+06, 1.06e+08
Cliente_MERCO FITNESS BRASIL COMERCIO DE EQUIPAMENTOS PARA GINA,-5.546e+06, 4.44e+07,   -0.125, 0.901,-9.26e+07, 8.15e+07
Cliente_MERCUR S/A,  6.45e+06, 4.41e+07,    0.146, 0.884,   -8e+07, 9.29e+07
"Cliente_MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA,", 7.427e+06, 3.05e+07,    0.243, 0.808,-5.24e+07, 6.72e+07
Cliente_MESAL MAQUINAS E TECNOLOGIA LTDA, 7.353e+06, 4.41e+07,    0.167, 0.868,-7.91e+07, 9.38e+07
Cliente_METAGAL INDUSTRIA E COMERCIO LTDA,-1.004e+07, 4.49e+07,   -0.224, 0.823, -9.8e+07, 7.79e+07
Cliente_METAL 2 INDUSTRIA E COMERCIO LTDA,-7.238e+06, 3.62e+07,   -0.200, 0.841,-7.82e+07, 6.37e+07
Cliente_METALBO INDUSTRIA DE FIXADORES METALICOS LTDA, 5.934e+05, 4.44e+07,    0.013, 0.989,-8.65e+07, 8.76e+07
"Cliente_METALFRIO SOLUTIONS S,A,",-3.302e+06, 3.05e+07,   -0.108, 0.914,-6.31e+07, 5.65e+07
Cliente_METALGRAFICA CEARENSE S/A MECESA, 4.928e+06, 3.88e+07,    0.127, 0.899,-7.11e+07,  8.1e+07
Cliente_METALPO INDUSTRIA E COMERCIO LTDA, -4.34e+06,  4.4e+07,   -0.099, 0.922,-9.07e+07,  8.2e+07
Cliente_METALURGICA CONVENCAO DE ITU LTDA,-6.248e+06,  4.4e+07,   -0.142, 0.887,-9.26e+07, 8.01e+07
Cliente_METALURGICA DUQUE S/A,-5.626e+06, 4.44e+07,   -0.127, 0.899,-9.27e+07, 8.14e+07
Cliente_METALURGICA MOR S/A, 1.009e+07, 2.87e+07,    0.352, 0.725,-4.61e+07, 6.63e+07
Cliente_METALURGICA RIOSULENSE SA,-3.044e+06, 3.66e+07,   -0.083, 0.934,-7.48e+07, 6.87e+07
Cliente_METALURGICA SCHWARZ S/A,-2.109e+06, 4.57e+07,   -0.046, 0.963,-9.17e+07, 8.74e+07
Cliente_METALURGICA SIEMSEN LIMITADA,-2.659e+06, 2.75e+07,   -0.097, 0.923,-5.67e+07, 5.13e+07
Cliente_METALURGICA TRAPP LTDA                       (83238832),-3.249e+06, 2.78e+07,   -0.117, 0.907,-5.77e+07, 5.12e+07
Cliente_METALURGICA VENANCIO LTDA, 6.395e+06, 3.62e+07,    0.177, 0.860,-6.46e+07, 7.74e+07
Cliente_METALURGICA VISA LTDA,-1.509e+06, 4.44e+07,   -0.034, 0.973,-8.86e+07, 8.55e+07
Cliente_METISA METALURGICA TIMBOENSE S/A, 7.565e+06, 2.82e+07,    0.269, 0.788,-4.77e+07, 6.28e+07
"Cliente_METSO OUTOTEC BRASIL INDUSTRIA E COMERCIO LTDA,", 4.743e+07, 3.05e+07,    1.555, 0.120,-1.24e+07, 1.07e+08
Cliente_MIBA SINTER BRASIL LTDA,-2.252e+05, 2.86e+07,   -0.008, 0.994,-5.63e+07, 5.59e+07
Cliente_MILANI METTALI INDUSTRIA E COMERCIO LTDA,-6.686e+06, 3.43e+07,   -0.195, 0.846, -7.4e+07, 6.06e+07
Cliente_MILENIA AGRO CIENCIAS S/A, 5.524e+05, 4.57e+07,    0.012, 0.990, -8.9e+07, 9.01e+07
Cliente_MINERADORA BKS LIMITADA,-3.988e+06, 5.11e+07,   -0.078, 0.938,-1.04e+08, 9.63e+07
"Cliente_MINERVA S,A,", 1.689e+06, 2.75e+07,    0.061, 0.951,-5.22e+07, 5.56e+07
"Cliente_MINUSA INDUSTRIAS MECANICAS S,A,",-3.316e+06, 3.03e+07,   -0.109, 0.913,-6.28e+07, 5.61e+07
Cliente_MIPAL INDUSTRIA DE EVAPORADORES LTDA EM RECUPERACAO JUD,-6.896e+06,  4.4e+07,   -0.157, 0.876,-9.32e+07, 7.94e+07
Cliente_MK QUIMICA DO BRASIL LTDA, 6.046e+06, 4.41e+07,    0.137, 0.891,-8.04e+07, 9.25e+07
Cliente_MM MONTEIRO PESCA E EXPORTACAO LTDA, 4.291e+06, 3.88e+07,    0.111, 0.912,-7.18e+07, 8.04e+07
Cliente_MOBILIA BONITA INDUSTRIA E COMERCIO DE MOVEIS LTDA, 5.732e+06, 3.32e+07,    0.173, 0.863,-5.93e+07, 7.08e+07
Cliente_MOGIANA ALIMENTOS LTDA,-6.803e+06, 2.89e+07,   -0.235, 0.814,-6.35e+07, 4.99e+07
"Cliente_MOINHO IGUACU AGROINDUSTRIAL S,A,", -2.24e+06, 4.57e+07,   -0.049, 0.961,-9.18e+07, 8.73e+07
Cliente_MOINHOS CRUZEIRO DO SUL S A, 9.032e+06, 3.32e+07,    0.272, 0.786, -5.6e+07, 7.41e+07
Cliente_MONIBEL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA, 5.497e+06, 3.32e+07,    0.166, 0.868,-5.96e+07, 7.06e+07
Cliente_MONNA INDUSTRIA DO VESTUARIO LTDA,-2.195e+06,  5.2e+07,   -0.042, 0.966,-1.04e+08, 9.98e+07
Cliente_MONSANTO DO BRASIL LTDA, 3.361e+07,  4.4e+07,    0.763, 0.445,-5.27e+07,  1.2e+08
Cliente_MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA, 8.399e+06, 2.88e+07,    0.291, 0.771,-4.81e+07, 6.49e+07
Cliente_MONT GRANITOS SA, 5.597e+06, 5.61e+07,    0.100, 0.920,-1.04e+08, 1.16e+08
Cliente_MONTE NEGRO MARMORES E GRANITOS LTDA,-1.798e+06, 4.47e+07,   -0.040, 0.968,-8.94e+07, 8.58e+07
"Cliente_MONTECITRUS TRADING S/A,",-4.861e+06, 2.98e+07,   -0.163, 0.870,-6.33e+07, 5.36e+07
Cliente_MONTREAL COMERCIO DE GENEROS ALIMENTICIOS LTDA,-1.642e+06, 3.53e+07,   -0.047, 0.963,-7.08e+07, 6.75e+07
"Cliente_MORENA ROSA INDUSTRIA DE CONFECCOES LTDA,",-3.234e+06, 4.57e+07,   -0.071, 0.944,-9.28e+07, 8.63e+07
Cliente_MOULD INDUSTRIA DE MATRIZES LTDA, 6.383e+06,  2.9e+07,    0.220, 0.826,-5.04e+07, 6.31e+07
Cliente_MOVEIS KATZER LTDA,-2.734e+06, 4.44e+07,   -0.062, 0.951,-8.98e+07, 8.43e+07
Cliente_MOVEIS ROHDE LTDA, 6.489e+06,  4.5e+07,    0.144, 0.885,-8.17e+07, 9.47e+07
Cliente_MOVEIS RUDNICK S A,-4.647e+06, 2.94e+07,   -0.158, 0.875,-6.24e+07, 5.31e+07
Cliente_MOVEIS SANDRIN LTDA, 5.829e+06, 2.79e+07,    0.209, 0.835,-4.89e+07, 6.05e+07
Cliente_MOVEIS WAELY LTDA,-4.161e+06, 4.44e+07,   -0.094, 0.925,-9.12e+07, 8.29e+07
Cliente_MUELLER ELETRODOMESTICOS LTDA,-1.594e+06, 4.44e+07,   -0.036, 0.971,-8.86e+07, 8.55e+07
"Cliente_MUELLER FOGOES LTDA,",-2.448e+06, 3.66e+07,   -0.067, 0.947,-7.42e+07, 6.93e+07
Cliente_MULTIMOVEIS INDUSTRIA DE MOVEIS LTDA, 7.244e+06, 3.05e+07,    0.237, 0.813,-5.26e+07, 6.71e+07
Cliente_MUNTERS BRASIL INDUSTRIA E COMERCIO LTDA,-2.704e+06, 3.82e+07,   -0.071, 0.944,-7.75e+07, 7.21e+07
Cliente_MURI ENGENHARIA INDUSTRIAL LTDA, 1.202e+07, 2.98e+07,    0.403, 0.687,-4.65e+07, 7.05e+07
Cliente_MWL BRASIL RODAS E EIXOS LTDA, -4.12e+06, 3.31e+07,   -0.124, 0.901,-6.91e+07, 6.09e+07
"Cliente_MWM - TUPY DO BRASIL LTDA,", 2.464e+07, 3.13e+07,    0.788, 0.431,-3.66e+07, 8.59e+07
Cliente_MWM INTERNATIONAL INDUSTRIA DE MOTORES DA AMERICA DO SU,-6.293e+06,  4.4e+07,   -0.143, 0.886,-9.26e+07, 8.01e+07
Cliente_MZF4 FIOS TECNICOS E UTILIDADES LTDA,-5.114e+06,  4.4e+07,   -0.116, 0.908,-9.15e+07, 8.12e+07
Cliente_N&N POLPAS E FRUTAS LTDA,-8.045e+06,  4.4e+07,   -0.183, 0.855,-9.44e+07, 7.83e+07
Cliente_NADIR FIGUEIREDO IND COM S A, 3.417e+06, 3.62e+07,    0.094, 0.925,-6.75e+07, 7.44e+07
"Cliente_NANSEN INSTRUMENTOS DE PRECISAO LTDA,",-1.454e+07, 3.16e+07,   -0.460, 0.646,-7.66e+07, 4.75e+07
Cliente_NATUR INDUSTRIA DE COUROS LTDA, 6.514e+06, 4.41e+07,    0.148, 0.883,-7.99e+07, 9.29e+07
Cliente_NATURAL WAX INDUTRIA DE CERA LTDA,  4.49e+06, 4.84e+07,    0.093, 0.926,-9.04e+07, 9.94e+07
Cliente_NB MAQUINAS LTDA,-1.342e+06, 2.86e+07,   -0.047, 0.963,-5.73e+07, 5.47e+07
Cliente_NEMER MARMORES E GRANITOS SA,-2.663e+06, 5.13e+07,   -0.052, 0.959,-1.03e+08, 9.78e+07
Cliente_NESTLE BRASIL LTDA, 3.071e+07, 3.05e+07,    1.007, 0.314,-2.91e+07, 9.05e+07
Cliente_NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL,-1.295e+07, 3.56e+07,   -0.363, 0.716,-8.28e+07, 5.69e+07
Cliente_NETZSCH DO BRASIL INDUSTRIA E COMERCIO LTDA, 2.547e+06, 4.44e+07,    0.057, 0.954,-8.45e+07, 8.96e+07
Cliente_NEUGEBAUER ALIMENTOS S/A, 6.457e+06, 4.41e+07,    0.146, 0.884,   -8e+07, 9.29e+07
"Cliente_NEUMAYER TEKFOR AUTOMOTIVE BRASIL LTDA,",-7.158e+06,  4.4e+07,   -0.163, 0.871,-9.35e+07, 7.92e+07
"Cliente_NEWTON INDUSTRIA E COMERCIO LTDA,",-6.502e+06, 3.62e+07,   -0.180, 0.857,-7.74e+07, 6.44e+07
Cliente_NEXANS BRASIL S/A, 8.703e+05, 2.98e+07,    0.029, 0.977,-5.76e+07, 5.93e+07
"Cliente_NG METALURGICA S,A,", -2.75e+05,  4.4e+07,   -0.006, 0.995,-8.66e+07, 8.61e+07
Cliente_NILCATEX TEXTIL LTDA,-2.565e+06, 4.44e+07,   -0.058, 0.954,-8.96e+07, 8.45e+07
Cliente_NIPRO MEDICAL LTDA,-6.453e+06,  4.4e+07,   -0.146, 0.884,-9.28e+07, 7.99e+07
Cliente_NIROFLEX IMPORTACAO E EXPORTACAO LTDA, 4.558e+04, 3.38e+07,    0.001, 0.999,-6.61e+07, 6.62e+07
Cliente_NOKIA DO BRASIL TECNOLOGIA LTDA, 1.047e+08, 3.83e+07,    2.737, 0.006, 2.97e+07,  1.8e+08
Cliente_NOMA DO BRASIL SOCIEDADE ANONIMA,-5.756e+05, 3.22e+07,   -0.018, 0.986,-6.36e+07, 6.25e+07
Cliente_NORTE PESCA SA,-6.951e+05, 5.34e+07,   -0.013, 0.990,-1.05e+08, 1.04e+08
